ticket_id,ticket_text,category,priority,resolution_time_hours
TKT-10626,Can you explain the extra charges on my recent invoice? Thank you in advance.,billing,high,11.4
TKT-10627,I am unable to login. Getting error 500 internal server error. Kindly look into this matter.,technical,urgent,4.0
TKT-10628,Account recovery options are not working. This is urgent.,account,medium,38.9
TKT-10629,The system is showing old data even after refresh. I am a premium customer.,technical,medium,13.3
TKT-10630,SSO login with Google is broken since yesterday. This is affecting my business.,technical,low,42.2
TKT-10631,I forgot my password and the reset email is not arriving. This is affecting my business.,account,urgent,5.9
TKT-10632,API integration is failing with authentication error. Please escalate this issue.,technical,medium,44.2
TKT-10633,I am unable to login. Getting error 500 internal server error. Reference: TKT-38679 This is urgent.,technical,medium,30.4
TKT-10634,I was charged twice for my subscription this month. Please refund the extra amount. This is affecting my business.,billing,medium,31.2
TKT-10635,I cannot export reports in PDF format. Button does nothing. I have been waiting for 3 days.,technical,high,6.1
TKT-10636,I need to add a new team member with admin privileges.,account,low,56.2
TKT-10637,Getting timeout errors during peak hours. Thank you in advance.,technical,high,14.7
TKT-10638,Received a bill for a service I never signed up for. I am a premium customer.,billing,medium,20.7
TKT-10639,I need to add a new team member with admin privileges. I have been waiting for 3 days.,account,medium,21.7
TKT-10640,What are the data retention policies? Reference: TKT-83659 This is affecting my business.,product,high,11.5
TKT-10641,Someone else has access to my account. Please secure it. I have been waiting for 3 days.,account,low,25.4
TKT-10642,I need to merge two accounts into one. This is urgent.,account,low,47.2
TKT-10643,Can I export all my data in bulk? Reference: TKT-88956,product,urgent,2.1
TKT-10644,Someone else has access to my account. Please secure it. Kindly look into this matter.,account,urgent,3.0
TKT-10645,I need a copy of last month's invoice for accounting purposes. This is affecting my business.,billing,urgent,1.4
TKT-10646,I cannot export reports in PDF format. Button does nothing. I have been waiting for 3 days.,technical,medium,44.1
TKT-10647,Received a bill for a service I never signed up for. This is affecting my business.,billing,high,15.9
TKT-10648,I need to merge two accounts into one. Please help as soon as possible.,account,low,72.9
TKT-10649,I was charged twice for my subscription this month. Please refund the extra amount. I am a premium customer.,billing,high,19.8
TKT-10650,What is the uptime SLA for the paid plans? I am a premium customer.,product,urgent,4.2
TKT-10651,Do you offer white-label solution for agencies? Please help as soon as possible.,product,medium,15.1
TKT-10652,I am unable to login. Getting error 500 internal server error. Reference: TKT-51774 This is urgent.,technical,low,62.7
TKT-10653,How can I change the email address linked to my account? Reference: TKT-59212 This is affecting my business.,account,urgent,4.9
TKT-10654,Webhooks are not being triggered for new events. Please help as soon as possible.,technical,high,18.9
TKT-10655,Do you offer white-label solution for agencies? I have been waiting for 3 days.,product,high,12.6
TKT-10656,What is the difference between Pro and Enterprise plans? Reference: TKT-34901 This is affecting my business.,product,low,33.2
TKT-10657,How does the AI feature work and is it included? Reference: TKT-46899 Thank you in advance.,product,high,9.7
TKT-10658,I forgot my password and the reset email is not arriving. I am a premium customer.,account,low,50.1
TKT-10659,Is offline mode supported on the mobile app? This is urgent.,product,low,70.5
TKT-10660,How can I view login history of my account?,account,high,15.4
TKT-10661,I need a copy of last month's invoice for accounting purposes. Looking forward to your response.,billing,low,49.6
TKT-10662,How many users can I add on the current plan? I am a premium customer.,product,high,23.7
TKT-10663,I want to enable two-factor authentication. Reference: TKT-59996 I am a premium customer.,account,low,67.6
TKT-10664,I forgot my password and the reset email is not arriving. Looking forward to your response.,account,low,41.1
TKT-10665,I am unable to verify my phone number for 2FA. Reference: TKT-97486,account,low,31.3
TKT-10666,I cancelled my plan but still got billed. Requesting refund. Thank you in advance.,billing,low,35.0
TKT-10667,Getting timeout errors during peak hours. I am a premium customer.,technical,medium,20.9
TKT-10668,Does the tool support multi-language interface? Please escalate this issue.,product,urgent,1.7
TKT-10669,I am unable to login. Getting error 500 internal server error. I am a premium customer.,technical,medium,18.7
TKT-10670,Please pause my subscription and stop billing temporarily. Thank you in advance.,billing,medium,22.3
TKT-10671,The system is showing old data even after refresh. Reference: TKT-31910 Please escalate this issue.,technical,low,36.5
TKT-10672,Dashboard is loading very slowly for the past two days. This is urgent.,technical,high,21.9
TKT-10673,Is there a desktop application available? I have been waiting for 3 days.,product,low,29.8
TKT-10674,I need to merge two accounts into one. Reference: TKT-82923 Please help as soon as possible.,account,medium,30.9
TKT-10675,Is there a desktop application available? Looking forward to your response.,product,medium,26.8
TKT-10676,My payment method expired. How do I update it without service interruption?,billing,high,23.6
TKT-10677,Is there a dark mode available in the application? I have been waiting for 3 days.,product,low,32.1
TKT-10678,My payment method expired. How do I update it without service interruption? Please help as soon as possible.,billing,urgent,3.5
TKT-10679,I am unable to verify my phone number for 2FA. I am a premium customer.,account,urgent,7.8
TKT-10680,How many users can I add on the current plan? Reference: TKT-89777 I am a premium customer.,product,low,86.3
TKT-10681,What is the uptime SLA for the paid plans? This is affecting my business.,product,low,82.8
TKT-10682,Please pause my subscription and stop billing temporarily. Looking forward to your response.,billing,high,9.2
TKT-10683,The promotional discount was not applied to my bill. Looking forward to your response.,billing,medium,18.2
TKT-10684,Does the tool support multi-language interface? Please help as soon as possible.,product,urgent,5.5
TKT-10685,Real-time notifications are delayed by several minutes. Please escalate this issue.,technical,low,90.9
TKT-10686,How do I transfer ownership of the account to another person?,account,medium,32.0
TKT-10687,Chrome extension is not syncing with the web app. I am a premium customer.,technical,medium,32.6
TKT-10688,I want to enable two-factor authentication. Reference: TKT-76426 I have been waiting for 3 days.,account,high,9.6
TKT-10689,Is there a desktop application available? Thank you in advance.,product,low,79.4
TKT-10690,Please pause my subscription and stop billing temporarily. Kindly look into this matter.,billing,low,37.5
TKT-10691,The application keeps crashing whenever I try to upload a large file. This is affecting my business.,technical,low,47.3
TKT-10692,Need to update company name and address in profile. Thank you in advance.,account,medium,27.3
TKT-10693,Payment failed but money was deducted from my account. Please help. This is affecting my business.,billing,high,14.2
TKT-10694,Is there a desktop application available? Please escalate this issue.,product,low,41.5
TKT-10695,Please remove the old admin who left the company. Looking forward to your response.,account,medium,16.1
TKT-10696,There is a discrepancy in the billing amount for enterprise plan. Reference: TKT-85007 This is urgent.,billing,medium,34.0
TKT-10697,File upload progress bar stuck at 99%. Kindly look into this matter.,technical,urgent,2.7
TKT-10698,I want to enable two-factor authentication. This is urgent.,account,high,15.6
TKT-10699,I need a copy of last month's invoice for accounting purposes. I have been waiting for 3 days.,billing,medium,17.6
TKT-10700,My payment method expired. How do I update it without service interruption? Looking forward to your response.,billing,low,58.6
TKT-10701,How do I transfer ownership of the account to another person? This is affecting my business.,account,medium,31.2
TKT-10702,File upload progress bar stuck at 99%. Thank you in advance.,technical,medium,13.9
TKT-10703,Does the free plan include access to the API? Thank you in advance.,product,medium,24.1
TKT-10704,Someone else has access to my account. Please secure it. Reference: TKT-99707,account,medium,16.8
TKT-10705,I cancelled my plan but still got billed. Requesting refund. Looking forward to your response.,billing,medium,14.3
TKT-10706,I need to merge two accounts into one. Reference: TKT-77802 Looking forward to your response.,account,medium,47.6
TKT-10707,The system is showing old data even after refresh.,technical,urgent,2.9
TKT-10708,I need to merge two accounts into one. This is urgent.,account,high,20.2
TKT-10709,How do I transfer ownership of the account to another person? I am a premium customer.,account,medium,21.2
TKT-10710,My payment method expired. How do I update it without service interruption? Kindly look into this matter.,billing,medium,36.5
TKT-10711,File upload progress bar stuck at 99%. Please escalate this issue.,technical,high,19.2
TKT-10712,Please remove the old admin who left the company. I have been waiting for 3 days.,account,medium,33.4
TKT-10713,Search functionality is not returning correct results. I have been waiting for 3 days.,technical,medium,29.0
TKT-10714,Chrome extension is not syncing with the web app. This is affecting my business.,technical,urgent,3.6
TKT-10715,Real-time notifications are delayed by several minutes. Looking forward to your response.,technical,medium,24.6
TKT-10716,Someone else has access to my account. Please secure it. Looking forward to your response.,account,medium,45.5
TKT-10717,I was charged for premium features I didn't use.,billing,medium,41.9
TKT-10718,Payment failed but money was deducted from my account. Please help. Reference: TKT-99220 Thank you in advance.,billing,medium,46.7
TKT-10719,Do you offer white-label solution for agencies? This is urgent.,product,medium,16.5
TKT-10720,API integration is failing with authentication error. This is affecting my business.,technical,low,76.6
TKT-10721,Is there a desktop application available? I have been waiting for 3 days.,product,low,91.6
TKT-10722,Is there a dark mode available in the application? This is affecting my business.,product,medium,18.5
TKT-10723,Payment failed but money was deducted from my account. Please help. I have been waiting for 3 days.,billing,medium,14.4
TKT-10724,The system is showing old data even after refresh. Reference: TKT-66847 Please help as soon as possible.,technical,medium,38.7
TKT-10725,What are the data retention policies? Reference: TKT-79963 I am a premium customer.,product,medium,32.7
TKT-10726,The application keeps crashing whenever I try to upload a large file. This is affecting my business.,technical,high,20.8
TKT-10727,The application keeps crashing whenever I try to upload a large file. Reference: TKT-55134 Kindly look into this matter.,technical,low,34.1
TKT-10728,How do I transfer ownership of the account to another person? Thank you in advance.,account,low,81.3
TKT-10729,The application keeps crashing whenever I try to upload a large file. Looking forward to your response.,technical,low,38.5
TKT-10730,Is there a public roadmap for upcoming features? Thank you in advance.,product,high,7.3
TKT-10731,Chrome extension is not syncing with the web app. Please escalate this issue.,technical,medium,17.9
TKT-10732,Chrome extension is not syncing with the web app. Reference: TKT-39402 I am a premium customer.,technical,low,82.6
TKT-10733,The application keeps crashing whenever I try to upload a large file.,technical,low,71.9
TKT-10734,Received a bill for a service I never signed up for. This is urgent.,billing,medium,30.8
TKT-10735,Someone else has access to my account. Please secure it. This is urgent.,account,high,11.2
TKT-10736,Received a bill for a service I never signed up for. Reference: TKT-25176 This is urgent.,billing,high,21.5
TKT-10737,What is the difference between Pro and Enterprise plans? Reference: TKT-30070 Thank you in advance.,product,medium,26.1
TKT-10738,File upload progress bar stuck at 99%. This is urgent.,technical,high,20.3
TKT-10739,How do I update my credit card details for auto-renewal?,billing,high,12.8
TKT-10740,Chrome extension is not syncing with the web app. Please help as soon as possible.,technical,medium,25.6
TKT-10741,The promotional discount was not applied to my bill. Please help as soon as possible.,billing,medium,28.7
TKT-10742,Getting timeout errors during peak hours. Thank you in advance.,technical,high,10.0
TKT-10743,I am unable to verify my phone number for 2FA. Reference: TKT-75058 I have been waiting for 3 days.,account,high,19.0
TKT-10744,Search functionality is not returning correct results. Reference: TKT-11671 This is affecting my business.,technical,high,14.1
TKT-10745,I was charged for premium features I didn't use.,billing,urgent,2.2
TKT-10746,The system is showing old data even after refresh. Reference: TKT-23276 Thank you in advance.,technical,urgent,7.2
TKT-10747,Need to update company name and address in profile. Reference: TKT-16564 Looking forward to your response.,account,high,11.7
TKT-10748,I was charged for premium features I didn't use. This is urgent.,billing,high,14.9
TKT-10749,My account was locked after multiple failed login attempts. I am a premium customer.,account,high,22.1
TKT-10750,Please pause my subscription and stop billing temporarily. Reference: TKT-28139 This is urgent.,billing,urgent,5.2
TKT-10751,Chrome extension is not syncing with the web app. Please escalate this issue.,technical,medium,16.2
TKT-10752,How can I change the email address linked to my account? This is affecting my business.,account,urgent,7.5
TKT-10753,Getting CORS error when calling the public API. Reference: TKT-60556 Please escalate this issue.,technical,low,69.2
TKT-10754,Does the tool support multi-language interface? Reference: TKT-17686 I have been waiting for 3 days.,product,high,10.7
TKT-10755,Chrome extension is not syncing with the web app.,technical,low,34.0
TKT-10756,Do you offer white-label solution for agencies? This is affecting my business.,product,low,81.2
TKT-10757,Search functionality is not returning correct results. Please help as soon as possible.,technical,medium,34.3
TKT-10758,How many users can I add on the current plan? Reference: TKT-98857 This is affecting my business.,product,low,62.4
TKT-10759,File upload progress bar stuck at 99%. This is affecting my business.,technical,urgent,7.2
TKT-10760,Need GST invoice for my company purchase. Kindly look into this matter.,billing,medium,40.4
TKT-10761,Is there a desktop application available? Thank you in advance.,product,low,34.9
TKT-10762,Please pause my subscription and stop billing temporarily. I have been waiting for 3 days.,billing,low,46.4
TKT-10763,Is there a desktop application available? Reference: TKT-74441 I have been waiting for 3 days.,product,urgent,2.4
TKT-10764,I am unable to verify my phone number for 2FA. This is urgent.,account,low,77.6
TKT-10765,Can I integrate this tool with Slack and Microsoft Teams? Please help as soon as possible.,product,medium,13.2
TKT-10766,What are the data retention policies? Please escalate this issue.,product,low,65.0
TKT-10767,Does the free plan include access to the API? Please help as soon as possible.,product,high,19.2
TKT-10768,I was charged twice for my subscription this month. Please refund the extra amount. Please help as soon as possible.,billing,medium,43.6
TKT-10769,I want to enable two-factor authentication. Kindly look into this matter.,account,urgent,3.1
TKT-10770,Is offline mode supported on the mobile app? This is urgent.,product,urgent,6.7
TKT-10771,Can I export all my data in bulk?,product,medium,16.0
TKT-10772,How can I change the email address linked to my account? Please help as soon as possible.,account,high,20.9
TKT-10773,I cannot export reports in PDF format. Button does nothing. Looking forward to your response.,technical,low,33.2
TKT-10774,I forgot my password and the reset email is not arriving. I have been waiting for 3 days.,account,high,11.9
TKT-10775,Is there a public roadmap for upcoming features? Reference: TKT-61497 Kindly look into this matter.,product,low,81.4
TKT-10776,The system is showing old data even after refresh. Kindly look into this matter.,technical,medium,17.4
TKT-10777,I was charged twice for my subscription this month. Please refund the extra amount. Reference: TKT-69048,billing,high,8.6
TKT-10778,Can I customize the dashboard widgets? I have been waiting for 3 days.,product,high,18.4
TKT-10779,I was charged twice for my subscription this month. Please refund the extra amount. Thank you in advance.,billing,medium,37.9
TKT-10780,Can I export all my data in bulk? I have been waiting for 3 days.,product,urgent,5.3
TKT-10781,Dashboard is loading very slowly for the past two days. Please help as soon as possible.,technical,high,17.9
TKT-10782,How do I transfer ownership of the account to another person? I am a premium customer.,account,medium,31.5
TKT-10783,I cannot export reports in PDF format. Button does nothing. Looking forward to your response.,technical,medium,21.1
TKT-10784,SSO login with Google is broken since yesterday. Reference: TKT-81802 Thank you in advance.,technical,low,48.9
TKT-10785,I cannot change my username. Is it permanent? Thank you in advance.,account,high,7.6
TKT-10786,Real-time notifications are delayed by several minutes. Looking forward to your response.,technical,low,89.4
TKT-10787,File upload progress bar stuck at 99%. I have been waiting for 3 days.,technical,urgent,4.9
TKT-10788,Account recovery options are not working. This is affecting my business.,account,high,12.0
TKT-10789,What is the uptime SLA for the paid plans? Reference: TKT-65363 Thank you in advance.,product,high,13.2
TKT-10790,I was charged twice for my subscription this month. Please refund the extra amount. Reference: TKT-97851 I am a premium customer.,billing,medium,46.1
TKT-10791,The promotional discount was not applied to my bill. I have been waiting for 3 days.,billing,low,35.0
TKT-10792,I forgot my password and the reset email is not arriving. Reference: TKT-80932 Looking forward to your response.,account,low,66.2
TKT-10793,Can you explain the extra charges on my recent invoice? Please help as soon as possible.,billing,medium,30.2
TKT-10794,Webhooks are not being triggered for new events. Reference: TKT-47701 I am a premium customer.,technical,high,16.2
TKT-10795,There is a discrepancy in the billing amount for enterprise plan. I am a premium customer.,billing,urgent,0.6
TKT-10796,I forgot my password and the reset email is not arriving. This is urgent.,account,urgent,7.0
TKT-10797,The system is showing old data even after refresh. Please escalate this issue.,technical,high,22.6
TKT-10798,I want to enable two-factor authentication. Reference: TKT-35362,account,high,15.3
TKT-10799,How can I view login history of my account? Reference: TKT-32779 Please help as soon as possible.,account,medium,37.1
TKT-10800,There is a discrepancy in the billing amount for enterprise plan. Looking forward to your response.,billing,medium,45.2
TKT-10801,Getting timeout errors during peak hours. Reference: TKT-71122 Looking forward to your response.,technical,low,74.9
TKT-10802,Chrome extension is not syncing with the web app. This is affecting my business.,technical,low,35.0
TKT-10803,Someone else has access to my account. Please secure it. Thank you in advance.,account,medium,32.7
TKT-10804,I need to add a new team member with admin privileges. Reference: TKT-76209 Thank you in advance.,account,medium,33.8
TKT-10805,Webhooks are not being triggered for new events. Reference: TKT-38992 I am a premium customer.,technical,medium,27.3
TKT-10806,I cannot export reports in PDF format. Button does nothing. Reference: TKT-91039 This is affecting my business.,technical,high,18.7
TKT-10807,Is there a desktop application available? Reference: TKT-55351 This is urgent.,product,urgent,7.5
TKT-10808,Does the tool support multi-language interface?,product,low,90.6
TKT-10809,File upload progress bar stuck at 99%. This is affecting my business.,technical,urgent,3.9
TKT-10810,I want to change from monthly to annual billing. Reference: TKT-77746 Looking forward to your response.,billing,medium,16.1
TKT-10811,I want to enable two-factor authentication. Please escalate this issue.,account,medium,47.5
TKT-10812,Please delete my account permanently as per GDPR. This is affecting my business.,account,urgent,6.8
TKT-10813,The promotional discount was not applied to my bill. Thank you in advance.,billing,low,33.0
TKT-10814,Received a bill for a service I never signed up for. Kindly look into this matter.,billing,low,90.3
TKT-10815,Can I integrate this tool with Slack and Microsoft Teams? Thank you in advance.,product,high,21.4
TKT-10816,What is the difference between Pro and Enterprise plans? Reference: TKT-53478 I have been waiting for 3 days.,product,high,14.4
TKT-10817,I was charged twice for my subscription this month. Please refund the extra amount. I have been waiting for 3 days.,billing,low,66.6
TKT-10818,Payment failed but money was deducted from my account. Please help. Looking forward to your response.,billing,medium,26.4
TKT-10819,Do you offer white-label solution for agencies? Reference: TKT-98250 This is affecting my business.,product,high,5.1
TKT-10820,Received a bill for a service I never signed up for. Reference: TKT-86756,billing,medium,24.1
TKT-10821,My invoice shows incorrect tax calculation. Can you fix it? This is affecting my business.,billing,high,20.1
TKT-10822,Received a bill for a service I never signed up for. Looking forward to your response.,billing,medium,12.2
TKT-10823,Need to update company name and address in profile. I am a premium customer.,account,high,10.7
TKT-10824,I want to change from monthly to annual billing. Reference: TKT-61248 Kindly look into this matter.,billing,medium,26.3
TKT-10825,I need to add a new team member with admin privileges. Looking forward to your response.,account,urgent,4.5
TKT-10826,I forgot my password and the reset email is not arriving. Thank you in advance.,account,urgent,7.4
TKT-10827,The application keeps crashing whenever I try to upload a large file.,technical,low,48.9
TKT-10828,Need GST invoice for my company purchase. Reference: TKT-94663 This is affecting my business.,billing,medium,24.5
TKT-10829,API integration is failing with authentication error.,technical,low,77.1
TKT-10830,File upload progress bar stuck at 99%.,technical,low,56.6
TKT-10831,What is the difference between Pro and Enterprise plans? Looking forward to your response.,product,high,8.5
TKT-10832,I need to merge two accounts into one.,account,low,56.6
TKT-10833,How can I view login history of my account? Reference: TKT-91201 Kindly look into this matter.,account,medium,17.1
TKT-10834,I cancelled my plan but still got billed. Requesting refund. Please escalate this issue.,billing,urgent,1.8
TKT-10835,I need to add a new team member with admin privileges.,account,high,14.0
TKT-10836,I need to add a new team member with admin privileges. This is urgent.,account,urgent,3.6
TKT-10837,File upload progress bar stuck at 99%. Reference: TKT-57118 I am a premium customer.,technical,high,22.3
TKT-10838,I cannot export reports in PDF format. Button does nothing. Please escalate this issue.,technical,high,11.2
TKT-10839,Need to update company name and address in profile. Reference: TKT-94613 Thank you in advance.,account,high,15.6
TKT-10840,I was charged for premium features I didn't use. I have been waiting for 3 days.,billing,high,16.6
TKT-10841,Chrome extension is not syncing with the web app. Please help as soon as possible.,technical,medium,12.5
TKT-10842,Received a bill for a service I never signed up for. This is urgent.,billing,high,17.3
TKT-10843,Can I integrate this tool with Slack and Microsoft Teams? This is urgent.,product,high,7.6
TKT-10844,Is there a dark mode available in the application? This is affecting my business.,product,high,23.2
TKT-10845,I want to enable two-factor authentication. Reference: TKT-57692 Thank you in advance.,account,low,34.7
TKT-10846,I was charged for premium features I didn't use.,billing,high,12.3
TKT-10847,Dashboard is loading very slowly for the past two days.,technical,medium,15.1
TKT-10848,Search functionality is not returning correct results. Reference: TKT-73916 This is affecting my business.,technical,high,23.9
TKT-10849,I cannot export reports in PDF format. Button does nothing. Reference: TKT-37102 Kindly look into this matter.,technical,low,60.2
TKT-10850,I cannot change my username. Is it permanent? Please escalate this issue.,account,medium,33.4
TKT-10851,I cancelled my plan but still got billed. Requesting refund. Please help as soon as possible.,billing,urgent,1.0
TKT-10852,I am unable to verify my phone number for 2FA.,account,high,19.0
TKT-10853,Getting CORS error when calling the public API. This is affecting my business.,technical,medium,19.6
TKT-10854,There is a discrepancy in the billing amount for enterprise plan. Kindly look into this matter.,billing,medium,44.3
TKT-10855,My account was locked after multiple failed login attempts. Please escalate this issue.,account,high,8.1
TKT-10856,I need a copy of last month's invoice for accounting purposes. Reference: TKT-20104 Please escalate this issue.,billing,medium,18.9
TKT-10857,I need to add a new team member with admin privileges. I have been waiting for 3 days.,account,low,26.6
TKT-10858,There is a discrepancy in the billing amount for enterprise plan. This is affecting my business.,billing,high,13.4
TKT-10859,What are the data retention policies? Kindly look into this matter.,product,high,15.3
TKT-10860,Does the free plan include access to the API? I have been waiting for 3 days.,product,low,28.7
TKT-10861,Webhooks are not being triggered for new events. This is urgent.,technical,low,79.8
TKT-10862,Mobile app freezes on the home screen after latest update. I have been waiting for 3 days.,technical,low,56.6
TKT-10863,Is there a public roadmap for upcoming features? This is urgent.,product,medium,30.9
TKT-10864,Please delete my account permanently as per GDPR. Please escalate this issue.,account,urgent,3.8
TKT-10865,Is there a dark mode available in the application? Kindly look into this matter.,product,urgent,3.5
TKT-10866,Getting timeout errors during peak hours. I have been waiting for 3 days.,technical,high,15.2
TKT-10867,How can I view login history of my account? This is affecting my business.,account,low,35.2
TKT-10868,There is a discrepancy in the billing amount for enterprise plan. Reference: TKT-36522 I have been waiting for 3 days.,billing,low,37.1
TKT-10869,Is there a public roadmap for upcoming features? Reference: TKT-90576 Please help as soon as possible.,product,high,21.2
TKT-10870,I want to change from monthly to annual billing. Thank you in advance.,billing,urgent,7.6
TKT-10871,I need a copy of last month's invoice for accounting purposes.,billing,medium,25.4
TKT-10872,The promotional discount was not applied to my bill. I am a premium customer.,billing,urgent,2.5
TKT-10873,I need to merge two accounts into one. Thank you in advance.,account,urgent,5.3
TKT-10874,Do you offer white-label solution for agencies? This is affecting my business.,product,high,12.2
TKT-10875,How do I update my credit card details for auto-renewal? Please escalate this issue.,billing,medium,12.9
TKT-10876,Please pause my subscription and stop billing temporarily. Thank you in advance.,billing,medium,17.6
TKT-10877,Real-time notifications are delayed by several minutes. This is urgent.,technical,low,75.6
TKT-10878,There is a discrepancy in the billing amount for enterprise plan. Kindly look into this matter.,billing,medium,35.7
TKT-10879,How can I change the email address linked to my account? I have been waiting for 3 days.,account,medium,13.0
TKT-10880,I want to enable two-factor authentication. I am a premium customer.,account,medium,20.0
TKT-10881,How do I transfer ownership of the account to another person? Kindly look into this matter.,account,urgent,2.2
TKT-10882,Can I customize the dashboard widgets? Thank you in advance.,product,low,72.4
TKT-10883,Account recovery options are not working. I am a premium customer.,account,medium,12.7
TKT-10884,Can you explain the extra charges on my recent invoice? Reference: TKT-76629 I have been waiting for 3 days.,billing,high,6.1
TKT-10885,Can I export all my data in bulk? Thank you in advance.,product,high,20.0
TKT-10886,Received a bill for a service I never signed up for. This is urgent.,billing,low,36.9
TKT-10887,SSO login with Google is broken since yesterday. Reference: TKT-44483 I am a premium customer.,technical,medium,35.5
TKT-10888,SSO login with Google is broken since yesterday. This is urgent.,technical,medium,20.6
TKT-10889,Can I customize the dashboard widgets? Looking forward to your response.,product,high,6.0
TKT-10890,I was charged for premium features I didn't use. I have been waiting for 3 days.,billing,urgent,2.3
TKT-10891,Is there a desktop application available? Reference: TKT-14405 Thank you in advance.,product,low,76.0
TKT-10892,File upload progress bar stuck at 99%. This is urgent.,technical,high,21.1
TKT-10893,My invoice shows incorrect tax calculation. Can you fix it? Looking forward to your response.,billing,urgent,6.7
TKT-10894,How do I transfer ownership of the account to another person? Reference: TKT-12014,account,high,11.9
TKT-10895,I want to change from monthly to annual billing. Looking forward to your response.,billing,urgent,5.5
TKT-10896,Please remove the old admin who left the company. Reference: TKT-35496 Looking forward to your response.,account,medium,19.4
TKT-10897,Is there a public roadmap for upcoming features? Reference: TKT-63363 This is urgent.,product,urgent,2.7
TKT-10898,I want to change from monthly to annual billing. Looking forward to your response.,billing,medium,44.3
TKT-10899,How do I update my credit card details for auto-renewal? Thank you in advance.,billing,high,4.3
TKT-10900,How do I transfer ownership of the account to another person?,account,high,5.7
TKT-10901,The system is showing old data even after refresh. Please escalate this issue.,technical,high,8.2
TKT-10902,How do I update my credit card details for auto-renewal? Please help as soon as possible.,billing,medium,13.0
TKT-10903,API integration is failing with authentication error. This is affecting my business.,technical,high,7.6
TKT-10904,I forgot my password and the reset email is not arriving. Reference: TKT-22190 Looking forward to your response.,account,medium,33.0
TKT-10905,Is there a desktop application available? Reference: TKT-33394 This is affecting my business.,product,high,12.4
TKT-10906,Can I integrate this tool with Slack and Microsoft Teams? Reference: TKT-99536,product,medium,44.1
TKT-10907,API integration is failing with authentication error. Kindly look into this matter.,technical,medium,41.4
TKT-10908,Please delete my account permanently as per GDPR. Kindly look into this matter.,account,low,48.6
TKT-10909,How can I change the email address linked to my account? Please help as soon as possible.,account,low,42.7
TKT-10910,Can I export all my data in bulk? Thank you in advance.,product,high,11.6
TKT-10911,Is offline mode supported on the mobile app? Please escalate this issue.,product,medium,33.3
TKT-10912,Account recovery options are not working. Reference: TKT-39110 Thank you in advance.,account,medium,21.7
TKT-10913,The system is showing old data even after refresh. I am a premium customer.,technical,low,68.9
TKT-10914,There is a discrepancy in the billing amount for enterprise plan. I have been waiting for 3 days.,billing,medium,26.7
TKT-10915,Can you explain the extra charges on my recent invoice? This is affecting my business.,billing,high,15.0
TKT-10916,There is a discrepancy in the billing amount for enterprise plan. Reference: TKT-57395,billing,high,12.7
TKT-10917,I am unable to verify my phone number for 2FA. Reference: TKT-90358 Kindly look into this matter.,account,low,45.2
TKT-10918,Need to update company name and address in profile. Reference: TKT-58799 I am a premium customer.,account,medium,46.1
TKT-10919,I am unable to verify my phone number for 2FA. Reference: TKT-27188 Please escalate this issue.,account,urgent,6.2
TKT-10920,Real-time notifications are delayed by several minutes. Looking forward to your response.,technical,high,6.8
TKT-10921,Can I integrate this tool with Slack and Microsoft Teams? I have been waiting for 3 days.,product,urgent,7.0
TKT-10922,The application keeps crashing whenever I try to upload a large file. I have been waiting for 3 days.,technical,medium,29.5
TKT-10923,Getting timeout errors during peak hours. Thank you in advance.,technical,urgent,7.2
TKT-10924,I am unable to verify my phone number for 2FA. Looking forward to your response.,account,high,20.0
TKT-10925,Need GST invoice for my company purchase. Reference: TKT-43330 I have been waiting for 3 days.,billing,medium,27.3
TKT-10926,What is the difference between Pro and Enterprise plans? Please escalate this issue.,product,high,4.4
TKT-10927,I want to enable two-factor authentication. Thank you in advance.,account,medium,21.7
TKT-10928,How do I transfer ownership of the account to another person? Please help as soon as possible.,account,medium,31.5
TKT-10929,File upload progress bar stuck at 99%. Reference: TKT-47304 Thank you in advance.,technical,medium,34.8
TKT-10930,I want to enable two-factor authentication. Please escalate this issue.,account,medium,21.3
TKT-10931,Do you offer white-label solution for agencies? Reference: TKT-92799,product,urgent,1.5
TKT-10932,File upload progress bar stuck at 99%. This is affecting my business.,technical,urgent,6.8
TKT-10933,What is the difference between Pro and Enterprise plans? Reference: TKT-39912 Please help as soon as possible.,product,high,23.7
TKT-10934,I am unable to verify my phone number for 2FA. Looking forward to your response.,account,medium,30.9
TKT-10935,What are the data retention policies? This is affecting my business.,product,medium,18.2
TKT-10936,Is there a dark mode available in the application? Reference: TKT-40753 This is urgent.,product,medium,21.8
TKT-10937,I need to merge two accounts into one. Reference: TKT-62041 Please help as soon as possible.,account,urgent,0.6
TKT-10938,Please pause my subscription and stop billing temporarily. Please escalate this issue.,billing,low,89.8
TKT-10939,I want to change from monthly to annual billing. Reference: TKT-91015 Please help as soon as possible.,billing,high,6.4
TKT-10940,Chrome extension is not syncing with the web app. I am a premium customer.,technical,low,65.5
TKT-10941,Search functionality is not returning correct results. Reference: TKT-32361 I have been waiting for 3 days.,technical,high,9.5
TKT-10942,I cancelled my plan but still got billed. Requesting refund. This is affecting my business.,billing,low,63.9
TKT-10943,Can I customize the dashboard widgets? Looking forward to your response.,product,urgent,5.4
TKT-10944,Real-time notifications are delayed by several minutes. Reference: TKT-88326 Thank you in advance.,technical,urgent,6.7
TKT-10945,Does the tool support multi-language interface?,product,high,8.1
